Date (DD/MM/YYYY),Pressure_Sensor_1,Pressure_Sensor_2,Motor_Revolutions_Per_Minute,Motor_Temperature,Motor_Power,Motor_Efficiency,Motor Trip Failure
14/03/2019 21:49,31.12426036,28.28571429,85,49.49,3.34,73.8,0
14/03/2019 21:50,31.28698225,29.45644599,107,52.25,4.11,76.85,0
14/03/2019 21:51,32.11538462,28.01393728,103,45.81,3.35,73.09,0
14/03/2019 21:52,32.04881657,28.57142857,96,53.88,3.29,74.55,0
14/03/2019 21:53,30.87278107,30.2369338,86,51.59,3.44,78.89,0
14/03/2019 21:54,31.10207101,28.94773519,88,46.78,3.43,75.53,0
14/03/2019 21:55,30.94674556,29.8466899,94,52.98,3.04,77.87,0
14/03/2019 21:56,31.1908284,29.97212544,101,50.88,3.87,78.2,0
14/03/2019 21:57,32.18195266,28.69686411,96,46.72,3.19,74.87,0
14/03/2019 21:58,32.20414201,29.07317073,96,47.88,3.45,75.85,0
14/03/2019 21:59,31.80473373,30.271777,100,45.79,3.51,78.98,0
14/03/2019 22:00,30.19970414,30.42508711,104,47.88,3.99,79.38,0
14/03/2019 22:01,32.14497041,29.51219512,89,50.94,3.38,77,0
14/03/2019 22:02,31.70118343,29.39372822,105,45.33,3.85,76.69,0
14/03/2019 22:03,30.66568047,28.49477352,100,54.74,3.64,74.35,0
14/03/2019 22:04,31.64940828,29.66550523,99,46.22,3.79,77.4,0
14/03/2019 22:05,30.26627219,29.90243902,98,48,3.68,78.02,0
14/03/2019 22:06,30.22928994,28.20905923,87,48.77,3.18,73.6,0
14/03/2019 22:07,31.42011834,28.10452962,94,51.79,3.53,73.33,0
14/03/2019 22:08,31.2647929,29.94425087,92,50.85,3.28,78.13,0
14/03/2019 22:09,30.45857988,27.95121951,98,49.95,3.59,72.93,0
14/03/2019 22:10,32.07100592,28.36236934,107,54.58,3.73,74,0
14/03/2019 22:11,30.42899408,28.13240418,88,48.71,3.09,73.4,0
14/03/2019 22:12,30.48076923,30.34843206,87,55.79,3.13,79.18,0
14/03/2019 22:13,31.2795858,28.80139373,109,51.59,3.51,75.15,0
14/03/2019 22:14,32.21893491,28.33449477,99,55.72,3.6,73.93,0
14/03/2019 22:15,29.65236686,29.40766551,103,48.73,3.9,76.73,0
14/03/2019 22:16,30.64349112,30.29268293,89,53.65,3.21,79.04,0
14/03/2019 22:17,32.27071006,29.69337979,104,55.87,3.27,77.47,0
14/03/2019 22:18,30.82100592,30.50174216,99,55.93,3.45,79.58,0
14/03/2019 22:19,32.44822485,29.77700348,88,55.2,3.16,77.69,0
14/03/2019 22:20,30.12573964,30.43205575,95,46.77,3,79.4,0
14/03/2019 22:21,32.3964497,29.74216028,105,53.46,4.09,77.6,0
14/03/2019 22:22,32.26331361,28.79442509,93,49.44,3.06,75.13,0
14/03/2019 22:23,31.44230769,28.60627178,92,55.38,3.67,74.64,0
14/03/2019 22:24,30.84319527,30.65505226,94,54.23,3.68,79.98,0
14/03/2019 22:25,30.45857988,29.77700348,105,49.24,3.86,77.69,0
14/03/2019 22:26,32.4112426,28.66202091,86,45.67,3,74.78,0
14/03/2019 22:27,31.71597633,29.15679443,98,46.93,3.33,76.07,0
14/03/2019 22:28,31.93786982,30.05574913,90,47.12,2.74,78.42,0
14/03/2019 22:29,32.31508876,30.04878049,96,46.45,3.6,78.4,0
14/03/2019 22:30,32.5443787,28.68989547,101,54.95,3.69,74.85,0
14/03/2019 22:31,30.28846154,28.9825784,93,55.9,3.31,75.62,0
14/03/2019 22:32,32.27810651,29.65156794,97,50.39,3.23,77.36,0
14/03/2019 22:33,31.84171598,27.98606272,100,53.94,4.01,73.02,0
14/03/2019 22:34,31.92307692,29.82578397,104,51.12,4,77.82,0
14/03/2019 22:35,32.4260355,29.5261324,98,50.25,3.62,77.04,0
14/03/2019 22:36,30.25147929,28.68989547,102,53.77,3.88,74.85,0
14/03/2019 22:37,32.34467456,29.6445993,91,51.21,3.05,77.35,0
14/03/2019 22:38,30.76923077,28.34843206,88,46.8,3.51,73.96,0
14/03/2019 22:39,30.0443787,30.52264808,93,52.42,3.19,79.64,0
14/03/2019 22:40,31.12426036,30.59930314,106,51.28,3.45,79.84,0
14/03/2019 22:41,30.33284024,28.3554007,97,50.55,3.17,73.98,0
14/03/2019 22:42,32.26331361,29.14285714,89,49.14,3.13,76.04,0
14/03/2019 22:43,31.90828402,30.52961672,92,46.55,3.59,79.65,0
14/03/2019 22:44,31.25739645,29.24041812,89,46.76,3.2,76.29,0
14/03/2019 22:45,29.60798817,28.94773519,88,54.45,3.08,75.53,0
14/03/2019 22:46,31.3239645,29.96515679,105,55.59,3.49,78.18,0
14/03/2019 22:47,30.35502959,28.9825784,89,49.36,3.37,75.62,0
14/03/2019 22:48,29.96301775,29.8815331,87,45.89,3,77.96,0
14/03/2019 22:49,29.85207101,28.00696864,87,54.26,3.31,73.07,0
14/03/2019 22:50,31.87130178,30.22996516,87,53.9,2.91,78.87,0
14/03/2019 22:51,31.06508876,28.03484321,91,45.13,3.32,73.15,0
14/03/2019 22:52,29.9408284,30.43902439,85,46.59,2.83,79.42,0
14/03/2019 22:53,31.33136095,28.18118467,101,47.63,3.42,73.53,0
14/03/2019 22:54,31.92307692,30.32055749,92,46.5,3.55,79.11,0
14/03/2019 22:55,29.93343195,29.73519164,95,49.86,3.14,77.58,0
14/03/2019 22:56,31.39053254,28.84320557,94,51.3,3.33,75.25,0
14/03/2019 22:57,29.65976331,30.00696864,93,51.32,3.14,78.29,0
14/03/2019 22:58,31.62721893,28.73170732,97,54.75,3.6,74.96,0
14/03/2019 22:59,29.63017751,28.8989547,94,45.3,3.13,75.4,0
14/03/2019 23:00,31.60502959,28.41114983,90,52.14,3.42,74.13,0
14/03/2019 23:01,30.09615385,29.94425087,109,48.85,4.07,78.13,0
14/03/2019 23:02,31.89349112,30.53658537,104,52.3,3.9,79.67,0
14/03/2019 23:03,30.03698225,28.28571429,109,45.43,4.04,73.8,0
14/03/2019 23:04,30.1183432,30.05574913,88,48.5,3.09,78.42,0
14/03/2019 23:05,31.84171598,30.59233449,95,51.12,3.02,79.82,0
14/03/2019 23:06,31.87130178,30.1533101,98,47.23,3.79,78.67,0
14/03/2019 23:07,29.65976331,28.8989547,103,50.54,3.51,75.4,0
14/03/2019 23:08,30.88017751,30.26480836,105,50.79,3.6,78.96,0
14/03/2019 23:09,30.36242604,29.73519164,87,50.71,3.5,77.58,0
14/03/2019 23:10,31.93047337,28.65505226,94,45.64,3.1,74.76,0
14/03/2019 23:11,31.28698225,30.4738676,100,52.84,3.56,79.51,0
14/03/2019 23:12,32.5295858,29.8466899,89,47.22,2.88,77.87,0
14/03/2019 23:13,29.78550296,30.13937282,86,48.35,3.06,78.64,0
14/03/2019 23:14,32.4260355,29.4912892,98,50.91,3.52,76.95,0
14/03/2019 23:15,30.65828402,30.2369338,96,48.37,3.18,78.89,0
14/03/2019 23:16,29.60798817,30.3902439,89,51.72,3.38,79.29,0
14/03/2019 23:17,31.3091716,30.51567944,105,51.13,3.96,79.62,0
14/03/2019 23:18,30.75443787,28.54355401,94,48.98,3.59,74.47,0
14/03/2019 23:19,30.32544379,29.93031359,86,45.62,2.8,78.09,0
14/03/2019 23:20,29.94822485,30.05574913,99,50.24,3.12,78.42,0
14/03/2019 23:21,31.1612426,28.21602787,98,53.85,3.84,73.62,0
14/03/2019 23:22,30.12573964,30.21602787,104,53.85,3.6,78.84,0
14/03/2019 23:23,31.67159763,28.73170732,89,53.71,2.96,74.96,0
14/03/2019 23:24,30.00739645,29.1010453,100,47.65,3.94,75.93,0
14/03/2019 23:25,30.76183432,29.57491289,108,50.97,4.17,77.16,0
14/03/2019 23:26,32.27071006,28,95,48.38,3.32,73.05,0
14/03/2019 23:27,31.31656805,28.17421603,88,46.86,3.01,73.51,0
14/03/2019 23:28,32.35946746,30.02787456,81,47.89,2.89,78.35,0
14/03/2019 23:29,32.3964497,28.1533101,93,48.7,3.17,73.45,0
14/03/2019 23:30,32.52218935,28.44599303,99,50.67,3.52,74.22,0
14/03/2019 23:31,29.83727811,28.56445993,94,50.56,2.98,74.53,0
14/03/2019 23:32,30.71745562,30.41114983,95,46.13,3.15,79.35,0
14/03/2019 23:33,31.98964497,29.72125436,103,48.79,3.49,77.55,0
14/03/2019 23:34,30.96893491,30.3902439,96,55.69,3.58,79.29,0
14/03/2019 23:35,30.25147929,28.57839721,94,55.68,3.11,74.56,0
14/03/2019 23:36,31.33136095,28.11149826,91,45.92,3.45,73.35,0
14/03/2019 23:37,30.26627219,30.44599303,83,49.73,2.86,79.44,0
14/03/2019 23:38,30.36242604,29.03832753,95,46.46,3.21,75.76,0
14/03/2019 23:39,31.3091716,29.97212544,98,54,3.88,78.2,0
14/03/2019 23:40,31.08727811,30.2369338,92,50.98,3.28,78.89,0
14/03/2019 23:41,29.65976331,28.1184669,90,51.53,3.32,73.36,0
14/03/2019 23:42,30.82840237,28.71777003,91,53.81,3.38,74.93,0
14/03/2019 23:43,32.10059172,29.17073171,85,49.89,3.15,76.11,0
14/03/2019 23:44,30.52514793,29.26132404,100,51.72,3.38,76.35,0
14/03/2019 23:45,32.44822485,27.87456446,100,50.11,3.47,72.73,0
14/03/2019 23:46,30.99852071,29.42857143,92,53.86,3.51,76.78,0
14/03/2019 23:47,31.73816568,28.64808362,102,54.48,3.77,74.75,0
14/03/2019 23:48,31.80473373,29.95121951,101,52.66,3.62,78.15,0
14/03/2019 23:49,29.75591716,30.24390244,88,53.71,3.24,78.91,0
14/03/2019 23:50,30.90236686,29.99303136,107,53.72,3.53,78.25,0
14/03/2019 23:51,32.05621302,29.37979094,94,53.9,3.67,76.65,0
14/03/2019 23:52,30.87278107,28.56445993,87,51.44,3.04,74.53,0
14/03/2019 23:53,31.15384615,28.55749129,98,54.52,3.15,74.51,0
14/03/2019 23:54,29.78550296,29.86062718,95,55.48,3.17,77.91,0
14/03/2019 23:55,31.06508876,28.71080139,97,50.45,3.46,74.91,0
14/03/2019 23:56,30.09615385,28.18118467,101,55.9,3.49,73.53,0
14/03/2019 23:57,31.98224852,28.94076655,104,54.55,3.64,75.51,0
14/03/2019 23:58,29.91863905,30.03484321,101,54.11,3.29,78.36,0
14/03/2019 23:59,30.90976331,30.03484321,96,54.92,3.06,78.36,0
15/03/2019 0:00,30.51035503,28.05574913,91,45.92,3.36,73.2,0
15/03/2019 0:01,31.42011834,28.85714286,91,46.58,3.21,75.29,0
15/03/2019 0:02,29.76331361,29.22648084,81,50.43,3.23,76.25,0
15/03/2019 0:03,30.68786982,29.92334495,98,49.7,3.71,78.07,0
15/03/2019 0:04,29.81508876,28.92682927,85,50.62,2.97,75.47,0
15/03/2019 0:05,30.15532544,29.89547038,94,48.86,3.66,78,0
15/03/2019 0:06,30.30325444,29.86759582,95,47.37,3.67,77.93,0
15/03/2019 0:07,30.73224852,30.53658537,103,48.18,3.96,79.67,0
15/03/2019 0:08,31.25739645,30.45296167,109,54.52,4,79.45,0
15/03/2019 0:09,32.22633136,29.15679443,99,50.96,3.49,76.07,0
15/03/2019 0:10,30.73224852,28.22299652,99,46.24,3.58,73.64,0
15/03/2019 0:11,30.68786982,30.27874564,91,50.52,2.94,79,0
15/03/2019 0:12,30.73964497,30.19512195,84,55.23,3.21,78.78,0
15/03/2019 0:13,32.53698225,29.12891986,86,53.25,2.84,76,0
15/03/2019 0:14,32.14497041,29.33101045,107,45.68,4.02,76.53,0
15/03/2019 0:15,30.85798817,28.55749129,106,45.68,3.34,74.51,0
15/03/2019 0:16,31.1316568,28.17421603,91,48.24,3.41,73.51,0
15/03/2019 0:17,31.53846154,29.21254355,90,53.44,3,76.22,0
15/03/2019 0:18,30.17011834,28.08362369,99,52.3,3.25,73.27,0
15/03/2019 0:19,29.74852071,29.96515679,100,54.78,4.09,78.18,0
15/03/2019 0:20,31.48668639,30.31358885,93,50.36,3.12,79.09,0
15/03/2019 0:21,30.82100592,29.49825784,100,48,3.53,76.96,0
15/03/2019 0:22,31.16863905,30.25087108,92,54.6,3.01,78.93,0
15/03/2019 0:23,30.71745562,28.34843206,90,47.75,2.92,73.96,0
15/03/2019 0:24,30.0591716,29.02439024,91,50.22,3.45,75.73,0
15/03/2019 0:25,30.60650888,29.97212544,88,55.2,2.88,78.2,0
15/03/2019 0:26,32.07840237,28.3554007,105,53.51,3.38,73.98,0
15/03/2019 0:27,30.88757396,29.65156794,90,51.31,3.04,77.36,0
15/03/2019 0:28,30.92455621,29.86062718,94,49.38,3.29,77.91,0
15/03/2019 0:29,32.4112426,28.93379791,96,51.15,3.67,75.49,0
15/03/2019 0:30,31.22781065,29.86759582,95,45.8,3.22,77.93,0
15/03/2019 0:31,31.12426036,30.01393728,96,46.63,3.7,78.31,0
15/03/2019 0:32,30.56952663,29.728223,83,46.35,3.19,77.56,0
15/03/2019 0:33,32.52218935,28.17421603,89,50.56,3.31,73.51,0
15/03/2019 0:34,31.07248521,28.55749129,86,54.33,2.78,74.51,0
15/03/2019 0:35,30.17011834,28.64808362,101,53.92,3.73,74.75,0
15/03/2019 0:36,29.79289941,30.55749129,101,50.65,3.51,79.73,0
15/03/2019 0:37,30.42899408,28.85714286,101,48.89,3.47,75.29,0
15/03/2019 0:38,30.76923077,30.08362369,101,52.21,4.09,78.49,0
15/03/2019 0:39,31.3239645,29.79094077,83,55.42,3.04,77.73,0
15/03/2019 0:40,32.27071006,27.95121951,108,45.88,3.54,72.93,0
15/03/2019 0:41,31.42011834,29.55400697,89,54.59,3.04,77.11,0
15/03/2019 0:42,31.05769231,29.00348432,99,52.8,3.91,75.67,0
15/03/2019 0:43,31.98224852,28.66898955,86,48.74,3.35,74.8,0
15/03/2019 0:44,31.51627219,29.7630662,89,51.55,3.45,77.65,0
15/03/2019 0:45,31.1612426,29.56097561,98,47.72,3.28,77.13,0
15/03/2019 0:46,30.0295858,29.17073171,95,49.39,3.12,76.11,0
15/03/2019 0:47,30.29585799,27.99303136,93,53.78,3.31,73.04,0
15/03/2019 0:48,32.30769231,29.74216028,94,49.56,3.48,77.6,0
15/03/2019 0:49,31.2795858,30.04181185,93,47.85,3.34,78.38,0
15/03/2019 0:50,32.3816568,29.10801394,81,46.9,2.97,75.95,0
15/03/2019 0:51,31.52366864,28.4738676,98,54.85,3.3,74.29,0
15/03/2019 0:52,30.17011834,28.94773519,88,50.23,3.29,75.53,0
15/03/2019 0:53,31.55325444,30.34843206,97,45.46,3.89,79.18,0
15/03/2019 0:54,31.38313609,30.08362369,103,52.9,3.77,78.49,0
15/03/2019 0:55,32.30769231,28.13937282,94,46.21,3.13,73.42,0
15/03/2019 0:56,30.72485207,29.62369338,85,48.33,3.34,77.29,0
15/03/2019 0:57,31.76035503,27.98606272,93,53,3.21,73.02,0
15/03/2019 0:58,31.40532544,28.20209059,84,52.59,3.23,73.58,0
15/03/2019 0:59,31.45710059,28.68292683,94,55.18,3.4,74.84,0
15/03/2019 1:00,30.39940828,29.65156794,94,53.21,3.49,77.36,0
15/03/2019 1:01,30.38461538,29.63066202,90,55.1,2.88,77.31,0
15/03/2019 1:02,32.4260355,29.07317073,108,52.36,3.85,75.85,0
15/03/2019 1:03,30.76183432,28.71777003,106,53.43,3.53,74.93,0
15/03/2019 1:04,30,30,84,55.75,3.05,78.27,0
15/03/2019 1:05,31.52366864,29.36585366,101,55.99,3.78,76.62,0
15/03/2019 1:06,30.65088757,28.77351916,88,55.25,3.38,75.07,0
15/03/2019 1:07,31.1908284,27.88850174,96,54.6,3.49,72.76,0
15/03/2019 1:08,32.10059172,28.43205575,101,55.72,3.68,74.18,0
15/03/2019 1:09,31.44230769,29.67247387,86,54.81,3.01,77.42,0
15/03/2019 1:10,29.63017751,29.63066202,92,52.69,3.31,77.31,0
15/03/2019 1:11,30.14792899,30.41811847,96,46.21,3.33,79.36,0
15/03/2019 1:12,32.33727811,28.20209059,97,54.94,3.42,73.58,0
15/03/2019 1:13,32.04881657,29.05923345,87,50.77,3.14,75.82,0
15/03/2019 1:14,29.64497041,30.64808362,100,52.71,3.73,79.96,0
15/03/2019 1:15,31.99704142,27.88850174,105,55.31,4.11,72.76,0
15/03/2019 1:16,30.95414201,29.2195122,91,51.72,3.62,76.24,0
15/03/2019 1:17,29.82248521,30.25783972,89,47.73,3.22,78.95,0
15/03/2019 1:18,31.97485207,29.12195122,89,45.19,2.98,75.98,0
15/03/2019 1:19,31.18343195,30.08362369,88,53.78,3.21,78.49,0
15/03/2019 1:20,31.97485207,28.55052265,98,51.5,3.4,74.49,0
15/03/2019 1:21,30.91715976,30.39721254,99,55.86,3.19,79.31,0
15/03/2019 1:22,30.82840237,29.73519164,102,52.59,3.24,77.58,0
15/03/2019 1:23,30,29.01045296,101,55.36,3.97,75.69,0
15/03/2019 1:24,31.80473373,29.85365854,95,49.99,3.38,77.89,0
15/03/2019 1:25,30.34023669,29.40766551,98,45.79,3.35,76.73,0
15/03/2019 1:26,30.11094675,30.61324042,96,49.44,3.45,79.87,0
15/03/2019 1:27,31.74556213,28.00696864,97,47.41,3.51,73.07,0
15/03/2019 1:28,29.71893491,28.45296167,89,50.91,3.05,74.24,0
15/03/2019 1:29,30.25147929,30.28571429,103,50.75,3.45,79.02,0
15/03/2019 1:30,32.4260355,28.39721254,102,55.81,3.4,74.09,0
15/03/2019 1:31,29.9556213,29.37979094,90,54.6,3.17,76.65,0
15/03/2019 1:32,30.23668639,29.31010453,107,47.27,3.42,76.47,0
15/03/2019 1:33,30.70266272,29.54703833,101,45.19,3.68,77.09,0
15/03/2019 1:34,30.45118343,28.25087108,94,52.38,3.05,73.71,0
15/03/2019 1:35,32.09319527,28.46689895,88,50.41,2.97,74.27,0
15/03/2019 1:36,31.80473373,28.76655052,98,55.64,3.4,75.05,0
15/03/2019 1:37,30.60650888,29.21254355,95,50.86,3.5,76.22,0
15/03/2019 1:38,32.21893491,29.53310105,106,45.89,3.54,77.05,0
15/03/2019 1:39,31.72337278,28.17421603,100,46.22,3.49,73.51,0
15/03/2019 1:40,32.00443787,27.88850174,95,49.18,3.1,72.76,0
15/03/2019 1:41,30.96153846,29.80487805,98,46.95,3.57,77.76,0
15/03/2019 1:42,32.18195266,28.85017422,82,45.66,3.22,75.27,0
15/03/2019 1:43,31.90088757,27.8815331,103,48.64,4.15,72.75,0
15/03/2019 1:44,32.08579882,29.60278746,95,52.1,3.54,77.24,0
15/03/2019 1:45,29.72633136,29.03832753,102,50.9,3.66,75.76,0
15/03/2019 1:46,30.39940828,29.42160279,100,50.16,3.54,76.76,0
15/03/2019 1:47,29.62278107,28.99651568,86,51.61,3.12,75.65,0
15/03/2019 1:48,29.71893491,29.41463415,99,47.44,3.8,76.75,0
15/03/2019 1:49,31.41272189,29.48432056,92,51.67,3.29,76.93,0
15/03/2019 1:50,30.0739645,29.8815331,83,45.32,2.96,77.96,0
15/03/2019 1:51,31.58284024,29.00348432,103,50.61,3.51,75.67,0
15/03/2019 1:52,31.10207101,29.19860627,91,52.64,3.46,76.18,0
15/03/2019 1:53,31.82692308,29.03135889,91,54.95,3.2,75.75,0
15/03/2019 1:54,32.07100592,28.6271777,97,49.6,3.67,74.69,0
15/03/2019 1:55,30.0739645,29.83972125,97,53.76,3.75,77.85,0
15/03/2019 1:56,30.15532544,28.46689895,106,45.24,3.64,74.27,0
15/03/2019 1:57,29.94822485,30.36236934,96,51.34,3.67,79.22,0
15/03/2019 1:58,30.25147929,29.94425087,99,46.19,3.38,78.13,0
15/03/2019 1:59,31.77514793,28.5087108,100,47.75,3.71,74.38,0
15/03/2019 2:00,30.17751479,29.14285714,100,55.29,3.4,76.04,0
15/03/2019 2:01,29.9852071,30.66202091,88,54.15,2.88,80,0
15/03/2019 2:02,30.45118343,29.08013937,106,53.63,3.45,75.87,0
15/03/2019 2:03,32.04881657,29.5261324,98,49.33,3.62,77.04,0
15/03/2019 2:04,31.94526627,29.66550523,102,53.69,3.72,77.4,0
15/03/2019 2:05,31.2943787,28.48083624,90,46.91,3.01,74.31,0
15/03/2019 2:06,30.1183432,28.44599303,88,53.66,3.11,74.22,0
15/03/2019 2:07,31.93047337,29.83972125,97,55.26,3.41,77.85,0
15/03/2019 2:08,30.19230769,30.59930314,87,54.35,3.21,79.84,0
15/03/2019 2:09,30.38461538,28.88501742,93,50.47,3.61,75.36,0
15/03/2019 2:10,31.25,28.82229965,98,49.92,3.69,75.2,0
15/03/2019 2:11,31.72337278,28.80836237,92,45.96,3.6,75.16,0
15/03/2019 2:12,30.56213018,28.91289199,98,55.39,3.43,75.44,0
15/03/2019 2:13,30.75443787,30.36933798,93,45.47,3.46,79.24,0
15/03/2019 2:14,29.8816568,30.25783972,101,54.82,3.83,78.95,0
15/03/2019 2:15,32.04881657,30.42508711,93,53.9,3.6,79.38,0
15/03/2019 2:16,31.02071006,30.16027875,86,51.2,3.24,78.69,0
15/03/2019 2:17,32.09319527,29.94425087,102,55.91,3.64,78.13,0
15/03/2019 2:18,31.46449704,28.7456446,100,53.85,3.49,75,0
15/03/2019 2:19,29.73372781,28.37630662,95,46.86,3.41,74.04,0
15/03/2019 2:20,32.46301775,29.16376307,105,46.28,4.02,76.09,0
15/03/2019 2:21,29.80769231,29.86759582,90,52.48,3.45,77.93,0
15/03/2019 2:22,30.28106509,29.83972125,93,54.1,3.12,77.85,0
15/03/2019 2:23,31.72337278,30.28571429,93,54.92,3.45,79.02,0
15/03/2019 2:24,31.16863905,28.59930314,96,46.45,3.7,74.62,0
15/03/2019 2:25,30.09615385,28.62020906,100,55.71,3.75,74.67,0
15/03/2019 2:26,30.48816568,28.91289199,92,52.52,3.09,75.44,0
15/03/2019 2:27,32.07840237,30.10452962,91,49.25,3.4,78.55,0
15/03/2019 2:28,31.60502959,29.26132404,84,48.38,3.35,76.35,0
15/03/2019 2:29,30.60650888,30.1533101,103,54.82,3.89,78.67,0
15/03/2019 2:30,30.46597633,28.89198606,104,52.1,3.96,75.38,0
15/03/2019 2:31,31.3387574,28.75261324,90,52.65,3.45,75.02,0
15/03/2019 2:32,30.39201183,30.44599303,91,55.51,3.3,79.44,0
15/03/2019 2:33,31.37573964,29.4912892,89,47.6,3.37,76.95,0
15/03/2019 2:34,30.45118343,28.46689895,95,53.88,3.41,74.27,0
15/03/2019 2:35,31.28698225,28.6271777,93,46.2,3.19,74.69,0
15/03/2019 2:36,29.9112426,29.16376307,92,54.79,3.41,76.09,0
15/03/2019 2:37,31.80473373,30.00696864,100,50.17,3.6,78.29,0
15/03/2019 2:38,30.91715976,28.57142857,96,55.95,3.67,74.55,0
15/03/2019 2:39,30.99112426,28.30662021,99,52.87,3.82,73.85,0
15/03/2019 2:40,30.53254438,30.37630662,102,47.58,4.02,79.25,0
15/03/2019 2:41,30.99852071,28.08362369,97,52.56,3.77,73.27,0
15/03/2019 2:42,31.2647929,30.45296167,88,45.65,3.48,79.45,0
15/03/2019 2:43,29.62278107,28.64808362,91,51.81,3.05,74.75,0
15/03/2019 2:44,29.77071006,29.6445993,95,50.12,3.59,77.35,0
15/03/2019 2:45,29.68934911,27.91637631,100,52.78,3.26,72.84,0
15/03/2019 2:46,31.2647929,29.93031359,96,49.78,3.59,78.09,0
15/03/2019 2:47,31.39053254,28.79442509,93,46.4,3.23,75.13,0
15/03/2019 2:48,31.00591716,30.38327526,93,54.32,3.13,79.27,0
15/03/2019 2:49,30.32544379,28.29965157,103,51.22,3.64,73.84,0
15/03/2019 2:50,29.60059172,28.03484321,100,54.8,4.07,73.15,0
15/03/2019 2:51,31.24260355,27.87456446,93,45.51,3.6,72.73,0
15/03/2019 2:52,31.41272189,30.40418118,103,52.52,4.02,79.33,0
15/03/2019 2:53,29.65236686,29.82578397,94,47.37,3.45,77.82,0
15/03/2019 2:54,29.80769231,28.04878049,107,49.26,3.97,73.18,0
15/03/2019 2:55,32.02662722,28.1184669,100,50.63,3.61,73.36,0
15/03/2019 2:56,32.23372781,28.7456446,96,55.52,3.42,75,0
15/03/2019 2:57,30.71745562,28.43902439,94,47.26,3.17,74.2,0
15/03/2019 2:58,31.02810651,30.45296167,96,48.87,3.45,79.45,0
15/03/2019 2:59,32.16715976,30.53658537,101,55.59,3.33,79.67,0
15/03/2019 3:00,32.20414201,30.51567944,98,48.19,3.45,79.62,0
15/03/2019 3:01,31.96745562,28.94773519,103,53.25,3.49,75.53,0
15/03/2019 3:02,30.27366864,29.03832753,102,54.68,4.09,75.76,0
15/03/2019 3:03,32.24112426,28.76655052,109,48.82,3.52,75.05,0
15/03/2019 3:04,30.83579882,30.3902439,90,53.16,3.04,79.29,0
15/03/2019 3:05,29.9852071,27.94425087,99,53.14,3.81,72.91,0
15/03/2019 3:06,31.81952663,29.07317073,93,54.83,3.5,75.85,0
15/03/2019 3:07,31.33136095,29.93728223,103,50,3.54,78.11,0
15/03/2019 3:08,30.87278107,29.93728223,91,50.61,3.07,78.11,0
15/03/2019 3:09,29.74852071,30.41811847,97,54.24,3.59,79.36,0
15/03/2019 3:10,31.67899408,27.95818815,95,51.26,3.51,72.95,0
15/03/2019 3:11,31.78994083,29.60278746,107,53.95,3.81,77.24,0
15/03/2019 3:12,31.70118343,28.73867596,89,46.68,3.05,74.98,0
15/03/2019 3:13,31.11686391,30.48083624,95,54.39,3.17,79.53,0
15/03/2019 3:14,31.56804734,28.63414634,96,54.71,3.77,74.71,0
15/03/2019 3:15,31.50147929,28.29965157,98,51.66,3.36,73.84,0
15/03/2019 3:16,29.82248521,28.16027875,90,48.72,3.18,73.47,0
15/03/2019 3:17,31.66420118,28.19512195,101,55.62,3.29,73.56,0
15/03/2019 3:18,31.63461538,29.63066202,100,45.92,3.66,77.31,0
15/03/2019 3:19,30.28106509,28.25783972,96,52.92,3.53,73.73,0
15/03/2019 3:20,30.24408284,30.22299652,84,47.36,2.85,78.85,0
15/03/2019 3:21,32.18195266,28.48780488,109,47.72,3.88,74.33,0
15/03/2019 3:22,30.80621302,30.57839721,101,52.98,3.7,79.78,0
15/03/2019 3:23,30.0739645,28.43902439,85,46.38,2.84,74.2,0
15/03/2019 3:24,30.37721893,30.14634146,103,48.21,3.7,78.65,0
15/03/2019 3:25,31.75295858,29.79790941,88,51.72,2.86,77.75,0
15/03/2019 3:26,30.70266272,29.12891986,90,55.55,3.22,76,0
15/03/2019 3:27,32.11538462,30.1184669,94,54.34,3.22,78.58,0
15/03/2019 3:28,31.2943787,30.32752613,84,54.82,3.18,79.13,0
15/03/2019 3:29,31.64201183,30.53658537,88,50.87,3.01,79.67,0
15/03/2019 3:30,32.32988166,30.26480836,84,48.99,3.12,78.96,0
15/03/2019 3:31,31.10946746,29.50522648,109,55.23,3.75,76.98,0
15/03/2019 3:32,32.15976331,30.13937282,90,51.76,3.59,78.64,0
15/03/2019 3:33,32.15236686,29.28919861,89,45.75,3.34,76.42,0
15/03/2019 3:34,29.65236686,30.48083624,93,46.82,3.24,79.53,0
15/03/2019 3:35,32.15976331,28.94773519,109,52.68,3.39,75.53,0
15/03/2019 3:36,31.10946746,28.18118467,96,54.74,3.27,73.53,0
15/03/2019 3:37,32.5,28.78745645,89,49.79,3.15,75.11,0
15/03/2019 3:38,30.34023669,29.02439024,95,50.42,3.05,75.73,0
15/03/2019 3:39,31.41272189,29.18466899,104,47.23,3.73,76.15,0
15/03/2019 3:40,32.4852071,30.28571429,102,53.44,3.58,79.02,0
15/03/2019 3:41,30.1183432,30.01393728,98,55.53,3.88,78.31,0
15/03/2019 3:42,30.95414201,29.86062718,95,54.66,3.42,77.91,0
15/03/2019 3:43,31.2943787,29.6097561,102,49.75,3.19,77.25,0
15/03/2019 3:44,29.72633136,30.3902439,93,45.2,3.5,79.29,0
15/03/2019 3:45,31.59763314,30.27874564,100,49.17,3.75,79,0
15/03/2019 3:46,31.90828402,29.6097561,101,55.43,3.75,77.25,0
